movie_title,release_year,genres,imdb_score,budget,gross,director_name,director_facebook_likes,num_critic_for_reviews,actor_3_name,actor_3_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_1_name,actor_1_facebook_likes,movie_facebook_likes,cast_total_facebook_likes,num_voted_users,world_population
Escobar: Paradise Lost,2014,Crime|Drama|Romance|Thriller,6.6,17000000.0,106869.0,Andrea Di Stefano,30.0,106.0,Carlos Bardem,55.0,Brady Corbet,287.0,Josh Hutcherson,14000.0,0,14492,13762,7317304568.0
The Apparition,2012,Horror|Thriller,4.1,17000000.0,4930798.0,Todd Lincoln,57.0,145.0,Tim Williams,62.0,Rick Gomez,152.0,Julianna Guill,465.0,0,730,16268,7141430933.0
My Girl,1991,Comedy|Drama|Family|Romance,6.8,16500000.0,59847242.0,Howard Zieff,6.0,31.0,Griffin Dunne,165.0,Jamie Lee Curtis,2000.0,Macaulay Culkin,3000.0,0,5433,55895,5382640911.0
Fur: An Imaginary Portrait of Diane Arbus,2006,Biography|Drama|Romance,6.5,16800000.0,220914.0,Steven Shainberg,30.0,105.0,Matt Servitto,260.0,Ty Burrell,3000.0,Robert Downey Jr.,21000.0,0,25173,13239,6635162568.0
Sense and Sensibility,1995,Drama|Romance,7.7,16500000.0,42700000.0,Ang Lee,0.0,69.0,Tom Wilkinson,1000.0,Kate Winslet,14000.0,Alan Rickman,25000.0,0,41059,78392,5726848893.0
Becoming Jane,2007,Biography|Drama|Romance,7.1,16500000.0,18663911.0,Julian Jarrold,11.0,150.0,Laurence Fox,281.0,Julie Walters,838.0,Anne Hathaway,11000.0,0,12554,46204,6717583637.0
Sydney White,2007,Comedy|Romance,6.3,16500000.0,11702090.0,Joe Nussbaum,18.0,72.0,Samm Levine,433.0,Matt Long,701.0,Danny Strong,714.0,0,2785,37700,6717583637.0
When Harry Met Sally...,1989,Comedy|Drama|Romance,7.6,16000000.0,92823600.0,Rob Reiner,0.0,114.0,Harley Jane Kozak,62.0,Gretchen Palmer,73.0,Bruno Kirby,227.0,0,485,149108,5202686551.0
Varsity Blues,1999,Comedy|Drama|Romance|Sport,6.4,16000000.0,52885587.0,Brian Robbins,48.0,67.0,Mark Walters,35.0,Ron Lester,255.0,Paul Walker,23000.0,0,23369,35312,6062415429.0
The Artist,2011,Comedy|Drama|Romance,8.0,15000000.0,44667095.0,Michel Hazanavicius,405.0,576.0,Beth Grant,628.0,Ed Lauter,897.0,Bérénice Bejo,996.0,30000,4606,190030,7053988749.0
The Unborn,2009,Drama|Fantasy|Horror|Mystery|Thriller,4.8,16000000.0,42638165.0,David S. Goyer,687.0,178.0,Rachel Brosnahan,389.0,Atticus Shaffer,787.0,Gary Oldman,10000.0,0,12183,42182,6885608628.0
Moonrise Kingdom,2012,Adventure|Comedy|Drama|Romance,7.8,16000000.0,45507053.0,Wes Anderson,0.0,487.0,Bob Balaban,559.0,Bill Murray,13000.0,Bruce Willis,13000.0,71000,27911,237848,7141430933.0
The Texas Chainsaw Massacre: The Beginning,2006,Horror,5.9,16000000.0,39511038.0,Jonathan Liebesman,473.0,196.0,Lew Temple,597.0,Jordana Brewster,4000.0,Matt Bomer,20000.0,0,26402,56269,6635162568.0
Baby Boy,2001,Crime|Drama|Romance|Thriller,6.4,16000000.0,28734552.0,John Singleton,309.0,41.0,Angell Conwell,522.0,Snoop Dogg,881.0,Mo'Nique,939.0,1000,3107,9566,6226487141.0
The Roommate,2011,Drama|Horror|Thriller,4.8,16000000.0,37300107.0,Christian E. Christiansen,26.0,138.0,Frances Fisher,638.0,Danneel Ackles,1000.0,Leighton Meester,3000.0,0,5349,29147,7053988749.0
Vicky Cristina Barcelona,2008,Drama|Romance,7.2,15500000.0,23213577.0,Woody Allen,11000.0,275.0,Christopher Evan Welch,252.0,Kevin Dunn,581.0,Scarlett Johansson,19000.0,14000,19894,198111,6801421733.0
Arn: The Knight Templar,2007,Action|Adventure|Drama|Romance|War,6.6,25000000.0,48468407.52680933,Peter Flinth,5.0,34.0,Vincent Perez,292.0,Michael Nyqvist,690.0,Gustaf Skarsgård,908.0,0,2762,18041,6717583637.0
Boys and Girls,2000,Comedy|Drama|Romance,5.3,16000000.0,20627372.0,Robert Iscove,7.0,67.0,Tsianina Joelson,95.0,Amanda Detmer,240.0,Alyson Hannigan,3000.0,487,3451,13661,6144444748.0
Jennifer's Body,2009,Comedy|Fantasy|Horror,5.1,16000000.0,16204793.0,Karyn Kusama,45.0,300.0,Cynthia Stevenson,271.0,Amy Sedaris,396.0,J.K. Simmons,24000.0,6000,24805,92712,6885608628.0
Remember Me,2010,Drama|Romance,7.2,16000000.0,19057024.0,Allen Coulter,47.0,158.0,Ruby Jerins,238.0,Lena Olin,541.0,Robert Pattinson,21000.0,24000,22088,113963,6969894715.0
How to Deal,2003,Comedy|Drama|Romance,5.7,16000000.0,14108518.0,Clare Kilner,6.0,46.0,Trent Ford,258.0,Alexandra Holden,326.0,Dylan Baker,812.0,371,1882,8215,6389592840.0
My Stepmother Is an Alien,1988,Comedy|Romance|Sci-Fi,5.2,20000000.0,13854000.0,Richard Benjamin,121.0,15.0,Tony Jay,384.0,Alyson Hannigan,3000.0,Jon Lovitz,11000.0,818,14677,21079,5113495865.0
Hollywood Ending,2002,Comedy|Romance,6.6,16000000.0,4839383.0,Woody Allen,11000.0,109.0,Treat Williams,642.0,Debra Messing,650.0,Woody Allen,11000.0,762,12766,21613,6308284566.0
The Immigrant,2013,Drama|Romance,6.6,16000000.0,1984743.0,James Gray,115.0,230.0,Angela Sarafyan,310.0,Dagmara Dominczyk,316.0,Jeremy Renner,10000.0,0,11019,20616,7229458453.0
The White Countess,2005,Drama|History|Romance|War,6.7,16000000.0,1666262.0,James Ivory,133.0,64.0,Lynn Redgrave,258.0,Natasha Richardson,708.0,Vanessa Redgrave,898.0,356,2096,5321,6552787172.0
Welcome to the Sticks,2008,Comedy|Romance,7.1,11000000.0,48468407.52680933,Dany Boon,172.0,78.0,Michel Galabru,27.0,Kad Merad,55.0,Dany Boon,172.0,3000,329,30587,6801421733.0
Good,2008,Drama|Romance|War,6.2,15000000.0,23091.0,Vicente Amorim,6.0,67.0,Steven Mackintosh,227.0,Jodie Whittaker,304.0,Viggo Mortensen,10000.0,921,11091,5664,6801421733.0
Vamps,2012,Comedy|Horror|Romance,5.1,16000000.0,2964.0,Amy Heckerling,143.0,54.0,Ivan Sergei,613.0,Justin Kirk,945.0,Taylor Negron,1000.0,0,3086,7444,7141430933.0
Juwanna Mann,2002,Comedy|Drama|Romance|Sport,4.5,15600000.0,13571817.0,Jesse Vaughan,10.0,32.0,Kevin Pollak,574.0,Jenifer Lewis,578.0,Vivica A. Fox,890.0,939,3104,5312,6308284566.0
Slither,2006,Comedy|Horror|Sci-Fi,6.5,15500000.0,7774730.0,James Gunn,571.0,251.0,Tania Saulnier,102.0,Gregg Henry,298.0,Dustin Milligan,499.0,0,1120,61912,6635162568.0
Tootsie,1982,Comedy|Drama|Romance,7.4,22000000.0,177200000.0,Sydney Pollack,521.0,94.0,Teri Garr,481.0,Sydney Pollack,521.0,Bill Murray,13000.0,0,14701,77366,4602785312.0
Top Gun,1986,Action|Drama|Romance,6.9,15000000.0,176781728.0,Tony Scott,12000.0,173.0,Adrian Pasdar,555.0,Tom Skerritt,1000.0,Tom Cruise,10000.0,19000,13069,219171,4936116651.0
"Crouching Tiger, Hidden Dragon",2000,Action|Drama|Romance,7.9,15000000.0,128067808.0,Ang Lee,0.0,287.0,Sihung Lung,5.0,Pei-Pei Cheng,21.0,Chen Chang,103.0,0,129,217740,6144444748.0
The King's Speech,2010,Biography|Drama|History|Romance,8.0,15000000.0,138795342.0,Tom Hooper,0.0,479.0,Derek Jacobi,520.0,Jennifer Ehle,1000.0,Colin Firth,14000.0,64000,15732,503631,6969894715.0
Scream: The TV Series            ,2002,Crime|Drama|Horror|Mystery|Thriller,7.3,39752620.436387606,48468407.52680933,Steven Spielberg,686.5092123911724,20.0,Jason Wiles,260.0,Bobby Campo,292.0,Bex Taylor-Klaus,460.0,0,2380,18058,6308284566.0
The Yellow Handkerchief,2008,Drama|Romance,6.8,15500000.0,317040.0,Udayan Prasad,4.0,60.0,William Hurt,882.0,Eddie Redmayne,13000.0,Kristen Stewart,17000.0,1000,30978,6723,6801421733.0
Mama,2013,Fantasy|Horror,6.2,20000000.0,71588220.0,Andrés Muschietti,127.0,393.0,Isabelle Nélisse,250.0,Megan Charpentier,340.0,Javier Botet,1000.0,57000,1949,134869,7229458453.0
Little Women,1994,Drama|Family|Romance,7.3,15000000.0,50003300.0,Gillian Armstrong,44.0,27.0,Eric Stoltz,902.0,Kirsten Dunst,4000.0,Christian Bale,23000.0,0,29370,36624,5642156981.0
The Woman in Black,2012,Drama|Fantasy|Horror|Thriller,6.4,17000000.0,54322273.0,James Watkins,43.0,462.0,Jessica Raine,259.0,Roger Allam,326.0,Daniel Radcliffe,11000.0,29000,11946,139749,7141430933.0
When a Stranger Calls,2006,Horror|Thriller,5.0,15000000.0,47860214.0,Simon West,165.0,152.0,Brian Geraghty,383.0,Tessa Thompson,431.0,Madeline Carroll,1000.0,0,2452,34711,6635162568.0
The Lizzie McGuire Movie,2003,Adventure|Comedy|Family|Music|Romance,5.3,17000000.0,42672630.0,Jim Fall,13.0,66.0,Alex Borstein,566.0,Adam Lamberg,738.0,Clayton Snyder,925.0,0,3423,27580,6389592840.0
Krampus,2015,Comedy|Fantasy|Horror,6.2,15000000.0,42592530.0,Michael Dougherty,66.0,198.0,Allison Tolman,562.0,Conchata Ferrell,658.0,Adam Scott,3000.0,27000,4567,29867,7404251118.0
The Faculty,1998,Horror|Mystery|Sci-Fi,6.4,15000000.0,40064955.0,Robert Rodriguez,0.0,154.0,Clea DuVall,1000.0,Salma Hayek,4000.0,Jordana Brewster,4000.0,0,12170,92074,5979851049.0
The Theory of Everything,2014,Biography|Drama|Romance,7.7,15000000.0,35887263.0,James Marsh,120.0,419.0,Simon McBurney,149.0,Emily Watson,876.0,Eddie Redmayne,13000.0,90000,14100,265507,7317304568.0
Where the Heart Is,2000,Comedy|Drama|Romance,6.8,15000000.0,33771174.0,Matt Williams,18.0,78.0,Stockard Channing,944.0,James Frain,1000.0,Natalie Portman,20000.0,0,22383,27044,6144444748.0
Halloween II,2009,Horror,4.9,15000000.0,33386128.0,Rob Zombie,0.0,220.0,Margot Kidder,593.0,Tyler Mane,764.0,Scout Taylor-Compton,908.0,3000,3226,36372,6885608628.0
The Last House on the Left,2009,Crime|Horror|Thriller,6.6,15000000.0,32721635.0,Dennis Iliadis,29.0,241.0,Martha MacIsaac,616.0,Monica Potter,878.0,Tony Goldwyn,956.0,0,3861,67822,6885608628.0
The Wedding Date,2005,Comedy|Romance,6.1,15000000.0,31585300.0,Clare Kilner,6.0,103.0,Holland Taylor,458.0,Debra Messing,650.0,Jack Davenport,1000.0,0,2666,38248,6552787172.0
Halloween: Resurrection,2002,Comedy|Horror|Thriller,4.1,15000000.0,30259652.0,Rick Rosenthal,28.0,151.0,Bianca Kajlich,731.0,Thomas Ian Nicholas,864.0,Jamie Lee Curtis,2000.0,0,5440,26905,6308284566.0
The Princess Bride,1987,Adventure|Family|Fantasy|Romance,8.1,16000000.0,30857814.0,Rob Reiner,0.0,185.0,André the Giant,594.0,Carol Kane,636.0,Robin Wright,18000.0,33000,20060,294163,5024401475.0
Confessions of a Teenage Drama Queen,2004,Comedy|Family|Music|Romance,4.6,15000000.0,29302097.0,Sara Sugarman,10.0,74.0,Glenne Headly,231.0,Carol Kane,636.0,Adam Garcia,811.0,810,2167,23408,6471033757.0
The Object of My Affection,1998,Comedy|Drama|Romance,6.0,15000000.0,29106737.0,Nicholas Hytner,13.0,65.0,Kali Rocha,106.0,Tim Daly,511.0,Liam Aiken,818.0,849,1450,15582,5979851049.0
28 Weeks Later,2007,Drama|Horror|Sci-Fi,7.0,15000000.0,28637507.0,Juan Carlos Fresnadillo,35.0,274.0,Catherine McCormack,306.0,Harold Perrineau,1000.0,Jeremy Renner,10000.0,0,11471,212167,6717583637.0
Love & Basketball,2000,Drama|Romance|Sport,7.2,15000000.0,27441122.0,Gina Prince-Bythewood,107.0,68.0,Omar Epps,865.0,Sanaa Lathan,886.0,Alfre Woodard,1000.0,0,5135,14322,6144444748.0
Grosse Pointe Blank,1997,Action|Comedy|Crime|Romance|Thriller,7.4,15000000.0,28014536.0,George Armitage,5.0,111.0,Mitchell Ryan,141.0,Michael Cudlitz,822.0,Minnie Driver,893.0,0,2044,73347,5896174827.0
All About Steve,2009,Comedy|Romance,4.8,15000000.0,33860010.0,Phil Traill,3.0,128.0,Beth Grant,628.0,Katy Mixon,982.0,Bradley Cooper,14000.0,0,16461,33088,6885608628.0
Book of Shadows: Blair Witch 2,2000,Adventure|Fantasy|Horror|Mystery|Thriller,4.0,15000000.0,26421314.0,Joe Berlinger,31.0,160.0,Kurt Loder,162.0,Erica Leerhsen,184.0,Kim Director,193.0,949,608,28964,6144444748.0
The Craft,1996,Drama|Fantasy|Horror|Thriller,6.2,15000000.0,24881000.0,Andrew Fleming,26.0,93.0,Brenda Strong,266.0,Rachel True,328.0,Christine Taylor,838.0,6000,1812,57140,5811694918.0
Match Point,2005,Drama|Romance|Thriller,7.7,15000000.0,23089926.0,Woody Allen,11000.0,278.0,Penelope Wilton,400.0,Mark Gatiss,567.0,Scarlett Johansson,19000.0,0,20391,166269,6552787172.0
The Remains of the Day,1993,Drama|Romance,7.9,11500000.0,22954968.0,James Ivory,133.0,58.0,Ben Chaplin,258.0,Peter Vaughan,310.0,Anthony Hopkins,12000.0,0,12749,45703,5556732311.0
Nowhere to Run,1993,Action|Crime|Drama|Romance|Thriller,5.5,15000000.0,22189039.0,Robert Harmon,11.0,25.0,Joss Ackland,232.0,Rosanna Arquette,605.0,Kieran Culkin,1000.0,466,2210,17074,5556732311.0
The Hills Have Eyes II,2007,Horror,5.1,15000000.0,20801344.0,Martin Weisz,7.0,161.0,Jacob Vargas,399.0,Daniella Alonso,557.0,Jeff Kober,919.0,0,2559,49721,6717583637.0
Urban Legends: Final Cut,2000,Horror|Mystery|Thriller,4.1,14000000.0,21468807.0,John Ottman,83.0,108.0,Jacinda Barrett,579.0,Joey Lawrence,786.0,Loretta Devine,912.0,243,2682,13048,6144444748.0
Tuck Everlasting,2002,Drama|Family|Fantasy|Romance,6.7,15000000.0,19158074.0,Jay Russell,13.0,69.0,Jonathan Jackson,613.0,Sissy Spacek,874.0,William Hurt,882.0,0,2661,17983,6308284566.0
Disturbing Behavior,1998,Horror|Mystery|Sci-Fi|Thriller,5.5,15000000.0,17411331.0,David Nutter,119.0,96.0,Katharine Isabelle,918.0,Ethan Embry,982.0,Bruce Greenwood,989.0,673,4660,17328,5979851049.0
Firestarter,1984,Action|Horror|Sci-Fi|Thriller,6.0,15000000.0,15100000.0,Mark L. Lester,73.0,45.0,David Keith,563.0,George C. Scott,654.0,Heather Locklear,695.0,0,3444,22797,4766740755.0
Idlewild,2006,Crime|Drama|Musical|Romance,6.2,15000000.0,12549485.0,Bryan Barber,16.0,81.0,Bobb'e J. Thompson,526.0,Faizon Love,585.0,Cicely Tyson,907.0,489,3633,4603,6635162568.0
One Day,2011,Drama|Romance,7.0,15000000.0,13766014.0,Lone Scherfig,92.0,221.0,Rafe Spall,358.0,Jim Sturgess,5000.0,Anne Hathaway,11000.0,49000,17627,106111,7053988749.0
New York Stories,1989,Comedy|Drama|Romance,6.4,15000000.0,10763469.0,Woody Allen,11000.0,42.0,Mia Farrow,563.0,Larry David,860.0,Woody Allen,11000.0,877,12685,13692,5202686551.0
Home Fries,1998,Comedy|Drama|Romance,5.0,15000000.0,10443316.0,Dean Parisot,23.0,42.0,Shelley Duvall,629.0,Jake Busey,660.0,Catherine O'Hara,925.0,247,2913,7159,5979851049.0
Here on Earth,2000,Drama|Romance,5.1,15000000.0,10494147.0,Mark Piznarski,4.0,44.0,Elaine Hendrix,670.0,Chris Klein,841.0,Bruce Greenwood,989.0,648,3142,7403,6144444748.0
Raise Your Voice,2004,Family|Music|Romance,5.9,15000000.0,10411980.0,Sean McNamara,80.0,46.0,Jason Ritter,782.0,Rebecca De Mornay,872.0,Oliver James,1000.0,1000,4676,22649,6471033757.0
Dark Blue,2002,Crime|Drama|Romance|Thriller,6.6,15000000.0,9059588.0,Ron Shelton,41.0,71.0,Michael Michele,274.0,Dash Mihok,463.0,Khandi Alexander,556.0,455,1873,17261,6308284566.0
Whatever It Takes,2000,Comedy|Drama|Romance,5.5,15000000.0,8735529.0,David Raynr,9.0,50.0,Marla Sokoloff,612.0,Jodi Lyn O'Keefe,897.0,James Franco,11000.0,816,13524,8055,6144444748.0
The Importance of Being Earnest,2002,Comedy|Drama|Romance,6.9,15000000.0,8378141.0,Oliver Parker,32.0,104.0,Rupert Everett,692.0,Tom Wilkinson,1000.0,Colin Firth,14000.0,0,16502,18966,6308284566.0
The Love Letter,1998,Fantasy|Romance,7.4,39752620.436387606,48468407.52680933,Dan Curtis,45.0,140.1942719807731,Estelle Parsons,224.0,Campbell Scott,393.0,Jennifer Jason Leigh,1000.0,515,2166,1465,5979851049.0
Peeples,2013,Comedy|Romance,5.3,15000000.0,9123834.0,Tina Gordon Chism,24.0,43.0,Diahann Carroll,426.0,S. Epatha Merkerson,539.0,Tyler James Williams,931.0,0,3322,4065,7229458453.0
Post Grad,2009,Comedy|Romance,5.3,15000000.0,6373693.0,Vicky Jenson,96.0,97.0,Bobby Coleman,360.0,Zach Gilford,971.0,J.K. Simmons,24000.0,0,25637,11498,6885608628.0
Whatever Works,2009,Comedy|Romance,7.2,15000000.0,5306447.0,Woody Allen,11000.0,218.0,Conleth Hill,386.0,Michael McKean,658.0,Larry David,860.0,10000,2717,58967,6885608628.0
Idle Hands,1999,Comedy|Fantasy|Horror|Thriller,6.2,20000000.0,4002955.0,Rodman Flender,6.0,59.0,Elden Henson,577.0,Fred Willard,729.0,Vivica A. Fox,890.0,0,3654,33745,6062415429.0
Blood and Chocolate,2007,Drama|Fantasy|Horror|Romance,5.5,39752620.436387606,3525161.0,Katja von Garnier,18.0,106.0,Chris Geere,220.0,Agnes Bruckner,400.0,Olivier Martinez,837.0,0,1675,15388,6717583637.0
You Will Meet a Tall Dark Stranger,2010,Comedy|Drama|Romance,6.3,22000000.0,3247816.0,Woody Allen,11000.0,223.0,Ewen Bremner,557.0,Naomi Watts,6000.0,Anthony Hopkins,12000.0,0,19310,36145,6969894715.0
Never Let Me Go,2010,Drama|Romance|Sci-Fi,7.2,15000000.0,2412045.0,Mark Romanek,132.0,328.0,Charlotte Rampling,844.0,Charlie Rowe,882.0,Andrew Garfield,10000.0,33000,12867,109873,6969894715.0
Funny Games,2007,Crime|Drama|Horror|Thriller,6.5,15000000.0,1294640.0,Michael Haneke,0.0,250.0,Brady Corbet,287.0,Siobhan Fallon Hogan,294.0,Naomi Watts,6000.0,0,6748,69569,6717583637.0
The Midnight Meat Train,2008,Fantasy|Horror|Mystery,6.1,15000000.0,73548.0,Ryûhei Kitamura,129.0,177.0,Leslie Bibb,1000.0,Brooke Shields,1000.0,Bradley Cooper,14000.0,0,18639,47574,6801421733.0
The Good Night,2007,Comedy|Drama|Fantasy|Music|Romance,5.9,15000000.0,20380.0,Jake Paltrow,17.0,50.0,Keith Allen,66.0,Gael Le Cornec,165.0,Stephen Graham,1000.0,445,1245,7519,6717583637.0
Groundhog Day,1993,Comedy|Fantasy|Romance,8.1,14600000.0,70906973.0,Harold Ramis,11000.0,147.0,Willie Garson,512.0,Chris Elliott,571.0,Bill Murray,13000.0,38000,15500,437418,5556732311.0
Romeo + Juliet,1996,Drama|Romance,6.8,14500000.0,46338728.0,Baz Luhrmann,1000.0,106.0,Brian Dennehy,954.0,Harold Perrineau,1000.0,Leonardo DiCaprio,29000.0,10000,33791,167750,5811694918.0
Slumdog Millionaire,2008,Drama|Romance,8.0,15000000.0,141319195.0,Danny Boyle,0.0,418.0,Ayush Mahesh Khedekar,40.0,Saurabh Shukla,56.0,Anil Kapoor,668.0,13000,820,641997,6801421733.0
Fatal Attraction,1987,Drama|Romance|Thriller,6.9,14000000.0,156645693.0,Adrian Lyne,213.0,94.0,Anne Archer,249.0,Lois Smith,276.0,Fred Gwynne,886.0,3000,1639,55101,5024401475.0
Pretty Woman,1990,Comedy|Romance,6.9,14000000.0,178406268.0,Garry Marshall,0.0,82.0,Jason Alexander,700.0,Hector Elizondo,995.0,Julia Roberts,8000.0,11000,11135,213476,5293498452.0
My Bloody Valentine,2009,Horror|Thriller,5.5,15000000.0,51527787.0,Patrick Lussier,71.0,264.0,Edi Gathegi,725.0,Jaime King,960.0,Jensen Ackles,10000.0,0,14159,45603,6885608628.0
Stomp the Yard,2007,Drama|Music|Romance,5.2,14000000.0,61356221.0,Sylvain White,41.0,86.0,Harry Lennix,748.0,Laz Alonso,826.0,Chris Brown,997.0,0,3544,19505,6717583637.0
Urban Legend,1998,Horror|Mystery|Thriller,5.5,14000000.0,38048637.0,Jamie Blanks,9.0,101.0,Julian Richings,648.0,Loretta Devine,912.0,Alicia Witt,975.0,0,3500,47814,5979851049.0
Good Deeds,2012,Comedy|Drama|Romance,5.4,39752620.436387606,35010192.0,Tyler Perry,0.0,42.0,Jamie Kennedy,490.0,Phylicia Rashad,597.0,Eddie Cibrian,849.0,0,2226,6352,7141430933.0
Superstar,1999,Comedy|Romance,5.0,14000000.0,30628981.0,Bruce McCulloch,54.0,43.0,Molly Shannon,636.0,Elaine Hendrix,670.0,Will Ferrell,8000.0,2000,10792,15047,6062415429.0
Poetic Justice,1993,Drama|Romance,5.9,14000000.0,27515786.0,John Singleton,309.0,12.0,Maya Angelou,279.0,Khandi Alexander,556.0,Janet Jackson,592.0,0,1620,8904,5556732311.0
Vampire in Brooklyn,1995,Comedy|Fantasy|Horror|Romance,4.5,20000000.0,19900000.0,Wes Craven,0.0,34.0,Allen Payne,364.0,W. Earl Brown,422.0,John Witherspoon,723.0,1000,2348,17262,5726848893.0
Exorcist II: The Heretic,1977,Horror,3.7,14000000.0,48468407.52680933,John Boorman,128.0,82.0,Ned Beatty,467.0,Richard Burton,726.0,Linda Blair,931.0,889,2704,16294,4215876682.0
An American Haunting,2005,Horror|Mystery|Thriller,5.0,14000000.0,16298046.0,Courtney Solomon,31.0,125.0,Vernon Dobtcheff,50.0,James D'Arcy,613.0,Sissy Spacek,874.0,0,1608,22207,6552787172.0
My Boss's Daughter,2003,Comedy|Romance,4.6,14000000.0,15549702.0,David Zucker,119.0,56.0,Molly Shannon,636.0,Tyler Labine,779.0,Carmen Electra,869.0,411,3007,24038,6389592840.0
Our Family Wedding,2010,Comedy|Romance,4.9,14000000.0,20246959.0,Rick Famuyiwa,44.0,71.0,Lupe Ontiveros,625.0,Lance Gross,849.0,America Ferrera,953.0,1000,3299,5721,6969894715.0
Thinner,1996,Fantasy|Horror,5.7,8500000.0,15171475.0,Tom Holland,85.0,73.0,Kari Wuhrer,514.0,Bethany Joy Lenz,855.0,Joe Mantegna,1000.0,0,2777,19805,5811694918.0
"New York, New York",1977,Drama|Music|Musical|Romance,6.7,14000000.0,48468407.52680933,Martin Scorsese,17000.0,59.0,Mary Kay Place,213.0,Liza Minnelli,740.0,Robert De Niro,22000.0,932,23378,13548,4215876682.0
I Think I Love My Wife,2007,Comedy|Drama|Romance,5.5,39752620.436387606,12550242.0,Chris Rock,0.0,97.0,Wendell Pierce,458.0,Eliza Coupe,490.0,Steve Buscemi,12000.0,488,13446,13866,6717583637.0
Jason X,2001,Action|Horror|Sci-Fi|Thriller,4.4,11000000.0,12610731.0,James Isaac,52.0,205.0,Lexa Doig,489.0,Kane Hodder,935.0,Peter Mensah,1000.0,0,3050,38985,6226487141.0
Head Over Heels,2001,Comedy|Mystery|Romance,5.4,14000000.0,10397365.0,Mark Waters,70.0,61.0,China Chow,169.0,Ivana Milicevic,834.0,Monica Potter,878.0,613,2165,11693,6226487141.0
Little Children,2006,Drama|Romance,7.6,26000000.0,5459824.0,Todd Field,143.0,251.0,Jane Adams,280.0,Noah Emmerich,617.0,Kate Winslet,14000.0,5000,15337,92781,6635162568.0
Soul Survivors,2001,Drama|Horror|Mystery|Thriller,3.9,14000000.0,3100650.0,Stephen Carpenter,12.0,64.0,Candace Kroslak,102.0,Angela Featherstone,102.0,Melissa Sagemiller,159.0,231,417,7277,6226487141.0
Jefferson in Paris,1995,Biography|Drama|History|Romance,5.7,14000000.0,2474000.0,James Ivory,133.0,20.0,Nigel Whitmey,5.0,Todd Boyce,15.0,Seth Gilliam,423.0,127,446,2427,5726848893.0
Easy Virtue,2008,Comedy|Romance,6.7,39752620.436387606,2656324.0,Stephan Elliott,11.0,135.0,Kris Marshall,548.0,Kristin Scott Thomas,1000.0,Colin Firth,14000.0,2000,16431,16444,6801421733.0
Wild Grass,2009,Drama|Romance,6.3,39752620.436387606,403649.0,Alain Resnais,752.0,129.0,Edouard Baer,59.0,Sara Forestier,74.0,Mathieu Amalric,412.0,512,799,3174,6885608628.0
Stan Helsing,2009,Comedy|Horror,3.6,39752620.436387606,48468407.52680933,Bo Zenga,10.0,45.0,Diora Baird,378.0,Kenan Thompson,521.0,Steve Howey,826.0,934,2207,9928,6885608628.0
Flipped,2010,Comedy|Drama|Romance,7.7,14000000.0,1752214.0,Rob Reiner,0.0,87.0,Aidan Quinn,767.0,Rebecca De Mornay,872.0,Madeline Carroll,1000.0,14000,4377,60460,6969894715.0
Brokeback Mountain,2005,Drama|Romance,7.7,14000000.0,83025853.0,Ang Lee,0.0,357.0,Anne Hathaway,11000.0,Heath Ledger,13000.0,Jake Gyllenhaal,15000.0,13000,39789,259837,6552787172.0
Clueless,1995,Comedy|Romance,6.8,12000000.0,56631572.0,Amy Heckerling,143.0,88.0,Elisa Donovan,201.0,Dan Hedaya,281.0,Donald Faison,927.0,0,1724,123390,5726848893.0
Far from Heaven,2002,Drama|Romance,7.4,13500000.0,15854988.0,Todd Haynes,162.0,181.0,Michael Gaston,135.0,Celia Weston,258.0,Dennis Quaid,2000.0,0,2447,36542,6308284566.0
The Sea Inside,2004,Biography|Drama|Romance,8.1,10000000.0,2086345.0,Alejandro Amenábar,448.0,157.0,Tamar Novas,93.0,Lola Dueñas,114.0,Belén Rueda,273.0,0,529,64556,6471033757.0
Under the Skin,2013,Drama|Horror|Sci-Fi|Thriller,6.3,39752620.436387606,2605039.0,Jonathan Glazer,143.0,454.0,Alison Chand,21.0,Paul Brannigan,50.0,Scarlett Johansson,19000.0,29000,19086,85022,7229458453.0
Save the Last Dance,2001,Drama|Music|Romance,6.1,13000000.0,91038276.0,Thomas Carter,49.0,101.0,Fredro Starr,237.0,Terry Kinney,363.0,Sean Patrick Thomas,656.0,0,1307,47876,6226487141.0
A Nightmare on Elm Street 4: The Dream Master,1988,Fantasy|Horror|Thriller,5.7,7000000.0,49369900.0,Renny Harlin,212.0,102.0,Brooke Bundy,54.0,Rodney Eastman,125.0,Tuesday Knight,130.0,0,450,36108,5113495865.0
About Last Night,2014,Comedy|Romance,6.1,12500000.0,48637684.0,Steve Pink,38.0,90.0,Bryan Callen,460.0,Regina Hall,807.0,Joe Lo Truglio,833.0,0,2800,16979,7317304568.0
10 Things I Hate About You,1999,Comedy|Drama|Romance,7.2,16000000.0,38176108.0,Gil Junger,19.0,133.0,Andrew Keegan,835.0,Heath Ledger,13000.0,Joseph Gordon-Levitt,23000.0,10000,37907,222099,6062415429.0
The Shallows,2016,Drama|Horror|Thriller,6.8,17000000.0,54257433.0,Jaume Collet-Serra,174.0,186.0,Sedona Legge,2.0,Brett Cullen,350.0,Óscar Jaenada,619.0,0,971,12983,7490956237.0
