,doc1,doc2,doc3,doc4,doc5,doc6,doc7,doc8,doc9,doc10,doc11,doc12,doc13,doc14,doc15
Butchers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Butler,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
By,1,0,1,2,1,3,4,2,3,4,4,9,9,2,5
By-laws,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Byward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CANNY,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAPTAIN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CARPENTER,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CHAPTER,3,1,5,7,4,8,22,9,9,10,17,10,19,23,2
CHAPTERS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CHINA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
COLEMAN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CONSEQUENTIAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CONTRACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cabaco,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
Cabin,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Cabin-Table,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cachalot,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Cadiz,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Cain,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Calais,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Californian,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Call,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Callao,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cambyses,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Camel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Campagna,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Can,1,1,2,0,1,1,0,1,2,0,2,0,1,2,2
Canaan,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Canada,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Canadian,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Canal,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Canaller,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Canallers,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
Canals,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Canal—is,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Canaris,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cancer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Candles,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cannibal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cannibals,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Cannon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Canst,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Cant,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Canterbury,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cap,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cape,3,0,0,1,6,5,2,3,7,1,0,3,1,2,0
Cape-Cod-man,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cape-Down,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cape-Horner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape-Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Capes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Capricornus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Captain,1,0,1,18,55,25,22,3,13,18,7,7,21,20,1
Captains,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0
Captain—Mounttop,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Capting,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Caramba,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Careful,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Carefully,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Carey,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Carpenter,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0
Carpet-Bag,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carrol,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Carson—that,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Carthage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caryatid,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Case,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Cash,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cassock,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Castaway,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Castle,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Categut,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cathedral,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Catholic,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catskill,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cattegat,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Caught,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cave,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Caw,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cellini,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Central,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Certain,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Certainly,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Cervantes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cetacea,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cetacean,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
Cetology,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Cetus,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Ceylon,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chace,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Chaldee,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Champagne,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Champollion,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Channel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chapel,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Charing,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Charity,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0
Charity—Aunt,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Charlemagne,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Charley,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Chart,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chartering,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chase.—Third,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chase—First,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chase—Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cheever,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cherries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chestnut,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chief,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0
Childe,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chili,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Chilian,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
China,1,0,0,1,0,0,0,1,0,1,0,3,1,0,0
Chinese,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0
Cholo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chowder,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Christ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Christendom,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0
Christian,0,3,1,3,1,0,1,2,2,2,0,1,0,1,0
Christianity,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Christians,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0
Christians.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Christmas,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0
Church,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
Church.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cinque,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Circassian,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Circumambulate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cistern,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Clam,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Clap,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Claus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Clear,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Clearing,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cleopatra,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Cleveland,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Clifford,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Clinging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Clootz,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Close,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Closing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cloud,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cluny,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Coast,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Cock-Lane,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cockatoo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cod,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
Cods,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Coenties,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffin,1,2,0,3,0,0,3,0,0,0,0,1,3,0,0
Coffin.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffins,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Cognac,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Coke-upon-Littleton,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Coleman,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Coleridge,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
College,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Colnett,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Cologne,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Cologne-water,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Colonies,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Colossus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Columbus,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Come,0,1,0,1,3,1,0,2,0,3,1,1,3,12,1
Coming,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
Commanded,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Commanders,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Commend,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Commodore,2,0,0,0,0,0,0,0,6,0,0,1,0,0,0
Commodores,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Common,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Commonly,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Commons,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Companies,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Comparing,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Compliance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Concerning,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Congo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Congregation,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Congregational,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Conjuror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Connecticut,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Consequently,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Consider,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0
Considering,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
Constable,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Constantine,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Constantinople,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Contact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Contested,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Continents,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Contributions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Conversation,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Convulsively,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cook,1,0,0,0,0,3,0,0,0,7,1,0,1,0,0
Cooke,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cooks,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cooper,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Coopman,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Copenhagen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Coppered,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Copyright,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Corinthians,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Corkscrew,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Corlaer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Corlears,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coronation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Corresponding,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Corrupt,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Cough,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Could,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Count,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Counterpane,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
County,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cousin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cowper,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Crab,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Crack,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Cranmer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Crappo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Crappoes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Creagh,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Creating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cretan,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Crete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Crew,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Crish,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Crockett,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cross,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Crossed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crossing,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Crotch,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Crowding,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Crown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Crozetts,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Cruelty,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cruising,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cruppered,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Crusaders,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Crushed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Crying,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cuba,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Curious,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Curse,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Cursed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Curses,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cussed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Customs—,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cut,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Cutting,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Cuvier,0,0,0,0,0,0,3,1,0,5,0,0,1,0,0
Cyclades,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Czar,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
Cæsar,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Cæsarian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D,0,0,0,0,0,0,3,0,2,0,1,0,0,0,5
DAGGOO,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
DAMAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DAMAGES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
DANISH,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DEL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DICK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DIRECT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DISCLAIMER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DISTRIBUTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DISTRIBUTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DONATIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DUODECIMO,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
DUODECIMOES.—These,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DUTCH,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Daboll,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Daggoo,0,0,0,0,0,4,5,1,3,6,7,0,0,4,2
Daggoo—instinctively,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dagon,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dame,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Damn,0,0,0,0,0,0,2,1,0,2,1,0,1,0,0
Damocles,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dampier,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dan,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Dance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Danes,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Daniel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Danish,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Dante,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dantean,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dar,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dardanelles,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Darien,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Darkness,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Darmonodes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dart,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dash,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Dashing,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dauphine,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Davis,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Davy,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Day,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
Days,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
De,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0
Deacon,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Dead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Death,1,0,1,0,4,0,2,0,0,0,1,0,3,5,0
Decanter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
December,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Deck,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Deck—First,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Deep,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deer,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Defect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Defects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Deity,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Deity—mostly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Deliberately,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Delight,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0
Delightful,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Deliverer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Delta,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Den,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Denderah,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Depend,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Derick,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0
Dericks,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Descartian,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Descending,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Desecrated,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Desmarest,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Desolation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Despairing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Despatch,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Despite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Detached,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Deuteronomy,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Deuteronomy—why,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Devil,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Devil-dam,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Devils,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dey,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Diaz,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dick,0,0,0,0,0,0,8,20,7,9,3,3,1,9,16
Dick.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Dick—Moby,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dick—as,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dick—but,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dick—two,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Did,0,0,0,0,0,1,1,1,0,1,3,0,3,0,0
Didn,0,0,0,1,1,0,2,0,1,1,1,0,1,1,0
Diminish,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ding,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Dinner,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Discovery,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Disdain,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dish,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dismal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dissect,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dives,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divine,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Diving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Do,1,1,0,1,2,1,2,1,0,3,10,1,4,4,3
Doctor,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dodge,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Does,0,0,0,0,0,0,1,0,0,0,2,0,1,2,0
Doesn,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dog,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Dome,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dominic,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Don,0,1,0,1,0,4,1,3,2,18,0,2,0,2,0
Don.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Donations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Dons,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Dons—nay,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Doom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorchester,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dost,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0
Doubloon,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Doubtless,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Doubts,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dough-Boy,0,0,0,0,0,0,9,0,2,0,2,0,2,0,0
Dough-boy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dover,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Down,0,0,0,0,0,0,0,1,1,2,0,1,1,1,1
Dr.,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
Dragged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dragon,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Drat,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Drawing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Drawn,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Drink,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Drinking,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Drive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Drop,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dropping,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Dry,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Duck,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
